customerID,gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaperlessBilling,PaymentMethod,InternetService,OnlineSecurity,TechSupport,StreamingTV,MonthlyCharges,TotalCharges,Churn
CUST02018,Female,1,No,No,65,Month-to-month,Yes,Electronic check,DSL,No,No,No,82.73,5377.45,Yes
CUST02019,Male,0,Yes,Yes,69,Month-to-month,Yes,Credit card,DSL,Yes,Yes,No,21.31,1470.39,No
CUST02020,Female,0,Yes,Yes,67,Month-to-month,No,Bank transfer,DSL,Yes,Yes,Yes,44.57,2986.19,Yes
CUST02021,Male,1,Yes,No,49,Month-to-month,No,Mailed check,DSL,Yes,No,Yes,79.14,3877.86,Yes
CUST02022,Male,0,Yes,No,50,One year,No,Credit card,Fiber optic,No,No,Yes,65.64,3282.0,No
CUST02023,Female,1,No,Yes,58,Month-to-month,No,Electronic check,Fiber optic,Yes,No,No,69.35,4022.3,Yes
CUST02024,Male,0,Yes,No,53,One year,No,Bank transfer,Fiber optic,No,Yes,No,86.06,4561.18,No
CUST02025,Male,0,No,No,57,One year,Yes,Electronic check,Fiber optic,Yes,Yes,No,43.46,2477.22,No
CUST02026,Female,0,Yes,Yes,18,Month-to-month,Yes,Credit card,DSL,No,Yes,Yes,48.08,865.44,No
CUST02027,Male,0,No,Yes,16,Month-to-month,No,Electronic check,DSL,No,Yes,No,88.45,1415.2,Yes
CUST02028,Female,1,Yes,Yes,2,One year,No,Electronic check,No,Yes,No,No,73.83,147.66,No
CUST02029,Female,0,Yes,No,13,One year,Yes,Credit card,Fiber optic,Yes,No,No,21.46,278.98,No
CUST02030,Female,0,No,Yes,45,Month-to-month,No,Bank transfer,DSL,No,No,No,87.03,3916.35,Yes
CUST02031,Male,0,No,Yes,43,Month-to-month,Yes,Bank transfer,Fiber optic,No,Yes,No,82.01,3526.43,Yes
CUST02032,Male,0,Yes,No,54,Month-to-month,No,Credit card,Fiber optic,Yes,Yes,No,27.86,1504.44,Yes
CUST02033,Male,0,Yes,No,31,Month-to-month,Yes,Bank transfer,DSL,No,No,Yes,94.75,2937.25,Yes
CUST02034,Female,0,Yes,Yes,9,Month-to-month,No,Mailed check,Fiber optic,No,Yes,Yes,72.21,649.89,No
CUST02035,Male,0,No,No,48,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,Yes,40.47,1942.56,No
CUST02036,Female,0,Yes,No,18,Month-to-month,Yes,Credit card,DSL,Yes,No,No,75.94,1366.92,No
CUST02037,Female,0,No,No,11,Month-to-month,No,Mailed check,DSL,No,Yes,Yes,79.55,875.05,Yes
CUST02038,Male,0,Yes,Yes,62,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,No,112.01,6944.62,No
CUST02039,Female,0,Yes,Yes,19,Two year,No,Credit card,DSL,Yes,No,No,94.21,1789.99,No
CUST02040,Male,0,Yes,Yes,24,Month-to-month,No,Bank transfer,DSL,Yes,No,Yes,50.19,1204.56,Yes
CUST02041,Male,0,Yes,No,13,Two year,No,Credit card,Fiber optic,No,No,No,31.81,413.53,No
CUST02042,Male,0,No,Yes,46,Month-to-month,Yes,Credit card,Fiber optic,No,Yes,Yes,105.32,4844.72,No
CUST02043,Male,0,No,Yes,53,One year,No,Electronic check,DSL,No,No,Yes,104.61,5544.33,No
CUST02044,Male,0,Yes,No,29,Month-to-month,No,Electronic check,Fiber optic,Yes,No,Yes,37.53,1088.37,Yes
CUST02045,Female,0,Yes,No,36,One year,No,Electronic check,Fiber optic,Yes,Yes,No,26.21,943.56,No
CUST02046,Female,0,Yes,Yes,71,Month-to-month,No,Mailed check,DSL,Yes,Yes,No,91.19,6474.49,No
CUST02047,Female,0,No,No,17,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,No,No,92.26,1568.42,Yes
CUST02048,Male,0,Yes,Yes,48,Two year,No,Credit card,Fiber optic,Yes,No,Yes,37.71,1810.08,Yes
CUST02049,Male,0,No,Yes,24,Month-to-month,No,Credit card,DSL,Yes,Yes,Yes,86.82,2083.68,Yes
CUST02050,Male,0,No,Yes,54,Two year,No,Bank transfer,Fiber optic,Yes,Yes,Yes,47.89,2586.06,Yes
CUST02051,Female,1,No,No,1,Month-to-month,No,Credit card,Fiber optic,Yes,Yes,No,46.06,46.06,Yes
CUST02052,Male,0,No,No,67,Month-to-month,Yes,Electronic check,Fiber optic,No,No,No,52.45,3514.15,Yes
CUST02053,Female,0,Yes,Yes,6,Month-to-month,Yes,Credit card,Fiber optic,No,Yes,No,72.04,432.24,No
CUST02054,Female,1,Yes,Yes,55,One year,Yes,Bank transfer,Fiber optic,No,No,No,100.45,5524.75,No
CUST02055,Male,0,No,Yes,38,Month-to-month,Yes,Mailed check,DSL,No,No,Yes,69.86,2654.68,Yes
CUST02056,Male,0,Yes,Yes,33,Two year,Yes,Mailed check,Fiber optic,Yes,No,No,49.8,1643.4,No
CUST02057,Female,0,Yes,No,8,Month-to-month,No,Bank transfer,Fiber optic,No,Yes,No,108.4,867.2,Yes
CUST02058,Male,0,Yes,Yes,20,One year,Yes,Credit card,Fiber optic,Yes,Yes,Yes,25.51,510.2,Yes
CUST02059,Female,1,No,Yes,55,Month-to-month,Yes,Credit card,Fiber optic,No,No,No,99.71,5484.05,Yes
CUST02060,Male,1,Yes,No,48,Month-to-month,No,Mailed check,Fiber optic,Yes,No,No,98.44,4725.12,Yes
CUST02061,Male,0,Yes,Yes,56,Month-to-month,Yes,Credit card,No,No,Yes,Yes,45.35,2539.6,No
CUST02062,Female,0,Yes,Yes,10,Month-to-month,Yes,Mailed check,DSL,No,No,No,39.83,398.3,No
CUST02063,Male,1,Yes,Yes,52,Month-to-month,Yes,Bank transfer,DSL,No,Yes,Yes,107.47,5588.44,No
CUST02064,Female,0,Yes,Yes,50,Month-to-month,Yes,Bank transfer,DSL,Yes,No,No,75.89,3794.5,No
CUST02065,Male,0,Yes,Yes,34,Month-to-month,No,Credit card,DSL,No,Yes,Yes,24.6,836.4,No
CUST02066,Female,1,Yes,No,36,Month-to-month,Yes,Electronic check,Fiber optic,No,No,No,109.08,3926.88,Yes
CUST02067,Female,0,Yes,No,61,Month-to-month,Yes,Electronic check,DSL,No,No,Yes,54.9,3348.9,Yes
CUST02068,Male,0,Yes,No,16,Month-to-month,Yes,Mailed check,DSL,No,No,No,54.22,867.52,No
CUST02069,Female,0,Yes,No,18,Month-to-month,Yes,Bank transfer,DSL,No,Yes,No,84.33,1517.94,No
CUST02070,Male,1,No,Yes,71,Two year,Yes,Mailed check,Fiber optic,Yes,Yes,Yes,86.13,6115.23,Yes
CUST02071,Male,0,Yes,No,47,Two year,No,Bank transfer,Fiber optic,Yes,Yes,Yes,55.33,2600.51,No
CUST02072,Male,0,No,No,32,Month-to-month,Yes,Mailed check,Fiber optic,No,No,Yes,34.33,1098.56,Yes
CUST02073,Female,0,Yes,No,43,Two year,Yes,Mailed check,DSL,Yes,No,No,75.23,3234.89,Yes
CUST02074,Female,0,No,No,40,One year,No,Mailed check,Fiber optic,No,Yes,Yes,82.52,3300.8,Yes
CUST02075,Male,0,No,No,65,Month-to-month,No,Credit card,DSL,No,Yes,No,106.02,6891.3,Yes
CUST02076,Male,0,Yes,No,35,Month-to-month,Yes,Electronic check,DSL,No,Yes,Yes,68.44,2395.4,No
CUST02077,Female,0,No,No,69,Two year,No,Bank transfer,Fiber optic,No,No,No,84.57,5835.33,No
CUST02078,Male,0,No,No,50,One year,Yes,Mailed check,Fiber optic,Yes,Yes,No,25.44,1272.0,No
CUST02079,Male,1,No,Yes,12,One year,Yes,Electronic check,DSL,No,Yes,Yes,109.45,1313.4,Yes
CUST02080,Female,0,Yes,No,58,Two year,Yes,Mailed check,Fiber optic,No,No,No,52.72,3057.76,Yes
CUST02081,Male,1,No,Yes,63,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,Yes,83.22,5242.86,Yes
CUST02082,Female,0,No,No,49,Month-to-month,No,Bank transfer,DSL,No,Yes,Yes,111.61,5468.89,No
CUST02083,Male,0,Yes,No,36,Month-to-month,No,Credit card,Fiber optic,No,Yes,Yes,101.05,3637.8,Yes
CUST02084,Female,0,No,No,54,Month-to-month,No,Mailed check,DSL,Yes,Yes,No,83.77,4523.58,No
CUST02085,Male,0,No,Yes,47,Month-to-month,No,Bank transfer,No,Yes,Yes,No,90.36,4246.92,Yes
CUST02086,Male,1,No,Yes,32,Month-to-month,Yes,Credit card,Fiber optic,No,No,No,112.09,3586.88,Yes
CUST02087,Female,0,Yes,No,53,Month-to-month,Yes,Credit card,Fiber optic,No,Yes,No,101.21,5364.13,Yes
CUST02088,Male,0,No,Yes,32,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,Yes,80.99,2591.68,No
CUST02089,Female,0,Yes,No,62,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,No,85.87,5323.94,Yes
CUST02090,Male,0,No,Yes,37,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,Yes,34.73,1285.01,Yes
CUST02091,Female,0,No,Yes,38,Month-to-month,Yes,Electronic check,DSL,No,No,No,67.02,2546.76,Yes
CUST02092,Female,0,No,Yes,30,Month-to-month,Yes,Bank transfer,Fiber optic,No,Yes,No,50.1,1503.0,Yes
CUST02093,Female,0,No,No,58,One year,No,Bank transfer,DSL,No,No,No,63.2,3665.6,No
CUST02094,Female,0,Yes,Yes,32,Two year,No,Electronic check,DSL,Yes,Yes,No,86.22,2759.04,No
CUST02095,Male,0,No,Yes,66,Month-to-month,No,Bank transfer,Fiber optic,Yes,Yes,Yes,34.92,2304.72,Yes
CUST02096,Male,0,Yes,No,51,Month-to-month,No,Bank transfer,Fiber optic,No,Yes,No,21.74,1108.74,Yes
CUST02097,Female,0,No,Yes,11,Two year,Yes,Mailed check,No,Yes,No,Yes,59.69,656.59,No
CUST02098,Female,0,Yes,No,59,Month-to-month,Yes,Mailed check,DSL,No,Yes,Yes,52.22,3080.98,Yes
CUST02099,Female,0,No,No,20,One year,Yes,Bank transfer,Fiber optic,Yes,Yes,No,62.04,1240.8,No
CUST02100,Male,0,No,Yes,37,Month-to-month,Yes,Electronic check,Fiber optic,Yes,Yes,No,113.12,4185.44,No
CUST02101,Male,0,Yes,No,49,One year,No,Bank transfer,DSL,Yes,Yes,Yes,90.71,4444.79,No
CUST02102,Male,0,Yes,Yes,19,Two year,Yes,Credit card,DSL,No,Yes,No,52.75,1002.25,No
CUST02103,Male,1,Yes,Yes,55,One year,Yes,Credit card,DSL,No,No,No,37.93,2086.15,Yes
CUST02104,Female,0,Yes,No,40,Month-to-month,No,Credit card,Fiber optic,Yes,Yes,Yes,81.85,3274.0,No
CUST02105,Female,0,No,Yes,7,Two year,Yes,Mailed check,DSL,No,No,No,85.76,600.32,No
CUST02106,Female,1,Yes,Yes,5,One year,Yes,Electronic check,DSL,Yes,No,No,68.36,341.8,No
CUST02107,Male,0,Yes,No,42,One year,No,Bank transfer,Fiber optic,No,No,No,41.28,1733.76,No
CUST02108,Male,0,Yes,No,48,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,Yes,22.86,1097.28,Yes
CUST02109,Male,1,No,Yes,7,One year,Yes,Electronic check,No,Yes,No,Yes,46.57,325.99,No
CUST02110,Female,0,No,No,11,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,Yes,65.72,722.92,Yes
CUST02111,Female,0,No,No,49,Month-to-month,Yes,Credit card,No,No,No,No,98.79,4840.71,Yes
CUST02112,Male,0,No,No,30,Month-to-month,Yes,Bank transfer,DSL,Yes,Yes,No,105.38,3161.4,No
CUST02113,Female,0,Yes,No,41,Month-to-month,Yes,Mailed check,DSL,No,Yes,Yes,61.29,2512.89,Yes
CUST02114,Male,0,No,Yes,3,One year,No,Electronic check,No,Yes,Yes,No,99.61,298.83,No
CUST02115,Male,0,Yes,Yes,40,One year,Yes,Electronic check,Fiber optic,Yes,Yes,Yes,119.34,4773.6,No
CUST02116,Female,0,No,No,51,Month-to-month,Yes,Credit card,DSL,No,Yes,Yes,91.66,4674.66,No
CUST02117,Male,0,Yes,Yes,32,One year,Yes,Credit card,Fiber optic,No,No,No,92.86,2971.52,No
CUST02118,Female,1,Yes,No,48,Two year,Yes,Bank transfer,Fiber optic,No,Yes,Yes,110.95,5325.6,No
CUST02119,Male,0,Yes,No,71,Month-to-month,Yes,Mailed check,Fiber optic,No,No,No,53.81,3820.51,Yes
CUST02120,Female,1,Yes,Yes,71,Month-to-month,Yes,Mailed check,Fiber optic,Yes,Yes,No,21.12,1499.52,No
CUST02121,Female,1,Yes,Yes,20,Month-to-month,Yes,Credit card,Fiber optic,Yes,Yes,No,118.7,2374.0,Yes
CUST02122,Female,0,No,Yes,35,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,Yes,Yes,69.05,2416.75,No
CUST02123,Male,0,Yes,Yes,24,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,No,98.57,2365.68,No
CUST02124,Male,0,Yes,No,40,Month-to-month,No,Bank transfer,Fiber optic,No,Yes,No,101.25,4050.0,Yes
CUST02125,Female,1,Yes,No,52,Month-to-month,No,Mailed check,Fiber optic,Yes,Yes,No,59.75,3107.0,Yes
CUST02126,Female,0,Yes,Yes,39,Two year,Yes,Credit card,Fiber optic,No,Yes,No,74.13,2891.07,No
CUST02127,Male,0,No,No,68,One year,Yes,Electronic check,DSL,No,Yes,Yes,73.99,5031.32,No
CUST02128,Male,0,No,Yes,61,Month-to-month,Yes,Electronic check,DSL,No,Yes,Yes,42.02,2563.22,No
CUST02129,Male,0,Yes,Yes,65,Month-to-month,Yes,Mailed check,Fiber optic,Yes,No,No,31.76,2064.4,No
CUST02130,Female,0,Yes,Yes,62,Month-to-month,Yes,Electronic check,DSL,Yes,No,No,74.36,4610.32,Yes
CUST02131,Male,0,Yes,No,2,Month-to-month,Yes,Bank transfer,DSL,No,No,Yes,32.01,64.02,No
CUST02132,Male,0,Yes,No,6,Month-to-month,No,Mailed check,DSL,Yes,Yes,No,54.61,327.66,No
CUST02133,Female,0,No,Yes,43,Month-to-month,Yes,Mailed check,DSL,Yes,No,No,38.61,1660.23,Yes
CUST02134,Male,1,No,Yes,40,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,Yes,90.69,3627.6,Yes
CUST02135,Male,0,Yes,Yes,39,Month-to-month,No,Mailed check,DSL,Yes,Yes,Yes,107.2,4180.8,Yes
CUST02136,Male,1,Yes,Yes,28,Month-to-month,No,Credit card,DSL,Yes,Yes,No,77.79,2178.12,Yes
CUST02137,Female,0,Yes,No,63,One year,No,Bank transfer,Fiber optic,No,No,Yes,61.02,3844.26,Yes
CUST02138,Female,0,Yes,No,64,Month-to-month,No,Mailed check,Fiber optic,Yes,No,Yes,119.66,7658.24,Yes
CUST02139,Female,0,Yes,Yes,12,Month-to-month,No,Credit card,DSL,No,Yes,No,22.12,265.44,No
CUST02140,Female,0,No,Yes,41,Month-to-month,No,Electronic check,DSL,No,Yes,No,50.43,2067.63,No
CUST02141,Female,1,No,No,29,Two year,No,Mailed check,No,Yes,No,Yes,47.87,1388.23,No
CUST02142,Female,0,Yes,Yes,23,One year,No,Credit card,DSL,Yes,No,No,55.62,1279.26,No
CUST02143,Female,1,No,No,51,Month-to-month,Yes,Electronic check,No,Yes,No,No,43.06,2196.06,Yes
CUST02144,Male,0,No,No,45,Two year,Yes,Credit card,DSL,Yes,No,Yes,46.43,2089.35,No
CUST02145,Male,0,No,Yes,22,Month-to-month,No,Electronic check,DSL,No,No,No,45.77,1006.94,No
CUST02146,Female,0,Yes,No,10,Two year,No,Bank transfer,DSL,No,No,Yes,70.57,705.7,No
CUST02147,Male,0,No,No,7,Month-to-month,No,Mailed check,DSL,No,No,Yes,59.11,413.77,Yes
CUST02148,Male,0,No,No,15,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,No,No,83.93,1258.95,Yes
CUST02149,Female,1,Yes,No,46,One year,Yes,Bank transfer,No,No,No,Yes,71.44,3286.24,Yes
CUST02150,Male,0,No,Yes,61,Month-to-month,No,Mailed check,No,No,Yes,No,38.34,2338.74,Yes
CUST02151,Male,0,Yes,No,61,One year,No,Bank transfer,Fiber optic,Yes,Yes,No,101.0,6161.0,No
CUST02152,Male,0,No,No,51,Month-to-month,No,Bank transfer,Fiber optic,Yes,Yes,No,67.22,3428.22,No
CUST02153,Male,0,Yes,No,38,One year,No,Credit card,Fiber optic,Yes,Yes,No,35.32,1342.16,No
CUST02154,Male,0,Yes,Yes,12,Month-to-month,No,Electronic check,Fiber optic,No,No,Yes,36.69,440.28,Yes
CUST02155,Female,0,No,Yes,66,Month-to-month,No,Bank transfer,DSL,Yes,Yes,No,99.7,6580.2,No
CUST02156,Female,0,No,Yes,54,Two year,Yes,Mailed check,DSL,No,Yes,Yes,90.3,4876.2,No
CUST02157,Female,0,Yes,No,39,Two year,Yes,Credit card,Fiber optic,Yes,Yes,No,70.65,2755.35,No
CUST02158,Male,0,Yes,Yes,39,Two year,Yes,Electronic check,Fiber optic,No,No,No,50.61,1973.79,No
CUST02159,Female,0,No,Yes,30,One year,No,Bank transfer,Fiber optic,No,No,Yes,66.05,1981.5,Yes
CUST02160,Male,0,No,Yes,48,One year,No,Bank transfer,Fiber optic,Yes,No,Yes,83.65,4015.2,No
CUST02161,Male,0,No,No,31,Month-to-month,Yes,Mailed check,Fiber optic,No,Yes,No,107.93,3345.83,Yes
CUST02162,Male,0,No,Yes,25,Month-to-month,Yes,Bank transfer,Fiber optic,Yes,Yes,Yes,75.59,1889.75,No
CUST02163,Male,0,Yes,Yes,68,Month-to-month,No,Mailed check,No,Yes,Yes,Yes,47.67,3241.56,Yes
CUST02164,Female,0,Yes,Yes,51,Month-to-month,Yes,Bank transfer,DSL,Yes,Yes,Yes,24.27,1237.77,Yes
CUST02165,Female,0,Yes,No,13,Two year,Yes,Bank transfer,No,No,No,No,37.55,488.15,No
CUST02166,Male,0,No,No,63,Month-to-month,Yes,Mailed check,Fiber optic,No,No,No,85.02,5356.26,Yes
CUST02167,Female,0,No,Yes,42,Two year,Yes,Electronic check,Fiber optic,No,Yes,No,36.04,1513.68,No
CUST02168,Male,0,Yes,Yes,54,Month-to-month,No,Credit card,Fiber optic,Yes,Yes,Yes,68.15,3680.1,Yes
CUST02169,Female,0,Yes,Yes,67,One year,No,Mailed check,Fiber optic,No,No,No,89.9,6023.3,Yes
CUST02170,Female,0,Yes,No,56,Month-to-month,No,Electronic check,Fiber optic,No,Yes,No,50.82,2845.92,No
CUST02171,Male,0,Yes,No,19,Month-to-month,No,Electronic check,Fiber optic,Yes,No,Yes,86.91,1651.29,No
CUST02172,Female,1,Yes,Yes,46,Two year,Yes,Mailed check,DSL,Yes,No,No,78.11,3593.06,No
CUST02173,Male,0,Yes,No,15,Month-to-month,Yes,Credit card,Fiber optic,Yes,No,No,63.89,958.35,Yes
CUST02174,Female,0,No,Yes,32,Month-to-month,Yes,Mailed check,DSL,Yes,Yes,No,109.72,3511.04,No
CUST02175,Male,0,Yes,No,49,Month-to-month,No,Bank transfer,No,Yes,No,Yes,89.21,4371.29,Yes
CUST02176,Male,1,Yes,Yes,21,Month-to-month,No,Bank transfer,DSL,Yes,Yes,Yes,56.06,1177.26,No
CUST02177,Female,0,Yes,No,65,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,No,100.43,6527.95,No
CUST02178,Female,1,Yes,Yes,70,One year,No,Bank transfer,No,No,No,No,93.81,6566.7,Yes
CUST02179,Male,0,Yes,No,27,Month-to-month,Yes,Credit card,No,Yes,Yes,Yes,99.17,2677.59,No
CUST02180,Female,0,Yes,Yes,23,Month-to-month,No,Mailed check,Fiber optic,Yes,Yes,Yes,84.1,1934.3,No
CUST02181,Female,0,Yes,Yes,47,Month-to-month,Yes,Credit card,Fiber optic,Yes,No,Yes,57.94,2723.18,Yes
CUST02182,Male,0,No,Yes,12,One year,Yes,Electronic check,DSL,Yes,Yes,No,54.86,658.32,No
CUST02183,Male,1,Yes,Yes,66,One year,Yes,Bank transfer,DSL,Yes,Yes,No,85.42,5637.72,No
CUST02184,Female,0,No,No,5,Month-to-month,No,Bank transfer,DSL,No,Yes,Yes,33.09,165.45,Yes
CUST02185,Male,0,No,Yes,9,Month-to-month,No,Mailed check,Fiber optic,Yes,Yes,Yes,101.99,917.91,Yes
CUST02186,Male,0,No,No,20,Month-to-month,Yes,Credit card,DSL,No,Yes,No,57.03,1140.6,No
CUST02187,Male,0,Yes,No,63,One year,Yes,Credit card,Fiber optic,No,Yes,Yes,83.04,5231.52,No
CUST02188,Female,0,Yes,Yes,71,One year,No,Mailed check,DSL,Yes,Yes,No,69.91,4963.61,No
CUST02189,Female,0,Yes,Yes,30,Two year,No,Bank transfer,Fiber optic,Yes,Yes,Yes,71.93,2157.9,Yes
CUST02190,Male,1,Yes,Yes,16,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,No,93.8,1500.8,Yes
CUST02191,Female,0,Yes,Yes,5,Month-to-month,No,Electronic check,Fiber optic,No,Yes,Yes,82.67,413.35,Yes
CUST02192,Male,0,Yes,No,29,Month-to-month,Yes,Mailed check,DSL,Yes,No,No,45.03,1305.87,Yes
CUST02193,Female,0,Yes,No,47,Month-to-month,Yes,Mailed check,DSL,No,Yes,Yes,27.42,1288.74,Yes
CUST02194,Male,0,Yes,No,22,Month-to-month,Yes,Mailed check,DSL,No,No,No,104.02,2288.44,No
CUST02195,Male,0,Yes,No,57,Month-to-month,Yes,Credit card,DSL,Yes,Yes,No,108.49,6183.93,No
CUST02196,Female,1,Yes,Yes,35,One year,Yes,Bank transfer,Fiber optic,Yes,Yes,No,36.45,1275.75,Yes
CUST02197,Male,0,No,No,60,Month-to-month,Yes,Bank transfer,DSL,No,Yes,Yes,50.95,3057.0,No
CUST02198,Female,0,Yes,Yes,70,One year,No,Mailed check,DSL,No,No,No,48.23,3376.1,No
CUST02199,Female,0,Yes,Yes,60,Month-to-month,Yes,Electronic check,Fiber optic,Yes,Yes,No,113.74,6824.4,Yes
CUST02200,Male,1,Yes,No,58,Two year,No,Credit card,Fiber optic,Yes,Yes,No,40.48,2347.84,No
CUST02201,Male,0,No,No,3,Two year,No,Mailed check,DSL,No,Yes,Yes,36.65,109.95,Yes
CUST02202,Female,0,Yes,No,34,Two year,Yes,Credit card,DSL,No,Yes,Yes,38.18,1298.12,No
CUST02203,Male,0,Yes,No,45,One year,No,Mailed check,DSL,Yes,No,Yes,92.99,4184.55,No
CUST02204,Male,0,No,No,50,One year,Yes,Credit card,Fiber optic,No,Yes,No,108.8,5440.0,No
CUST02205,Male,0,Yes,No,2,Month-to-month,Yes,Electronic check,Fiber optic,Yes,No,Yes,59.34,118.68,Yes
CUST02206,Male,0,No,Yes,15,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,No,33.61,504.15,Yes
CUST02207,Male,0,No,Yes,37,One year,No,Electronic check,DSL,Yes,Yes,Yes,78.57,2907.09,No
CUST02208,Female,0,No,Yes,15,One year,No,Electronic check,Fiber optic,No,No,Yes,40.99,614.85,Yes
CUST02209,Female,0,No,No,60,Two year,No,Bank transfer,Fiber optic,No,No,Yes,26.42,1585.2,No
CUST02210,Male,0,Yes,Yes,64,Month-to-month,No,Bank transfer,Fiber optic,No,Yes,No,108.62,6951.68,Yes
CUST02211,Male,0,No,Yes,52,Month-to-month,No,Credit card,Fiber optic,Yes,No,No,107.08,5568.16,Yes
CUST02212,Male,0,No,Yes,23,One year,No,Mailed check,DSL,Yes,Yes,Yes,117.59,2704.57,No
CUST02213,Female,0,Yes,Yes,37,Two year,No,Bank transfer,DSL,Yes,Yes,Yes,67.4,2493.8,No
CUST02214,Male,0,Yes,Yes,41,Month-to-month,No,Mailed check,Fiber optic,No,Yes,No,49.4,2025.4,No
CUST02215,Female,0,Yes,Yes,57,Month-to-month,Yes,Credit card,DSL,Yes,No,No,96.98,5527.86,No
CUST02216,Female,0,No,No,25,Month-to-month,Yes,Mailed check,DSL,Yes,No,No,38.05,951.25,Yes
CUST02217,Female,0,Yes,No,37,Month-to-month,No,Electronic check,Fiber optic,Yes,Yes,No,44.33,1640.21,Yes
CUST02218,Male,1,No,No,40,Month-to-month,No,Electronic check,Fiber optic,No,Yes,Yes,45.57,1822.8,Yes
CUST02219,Female,0,No,Yes,46,Month-to-month,No,Bank transfer,Fiber optic,No,Yes,Yes,115.16,5297.36,Yes
CUST02220,Male,1,Yes,No,60,Two year,Yes,Credit card,DSL,No,No,Yes,92.98,5578.8,No
CUST02221,Female,0,Yes,No,19,Month-to-month,Yes,Bank transfer,DSL,No,No,No,33.37,634.03,Yes
CUST02222,Male,0,Yes,Yes,9,Month-to-month,No,Bank transfer,DSL,No,Yes,No,29.28,263.52,Yes
CUST02223,Female,0,Yes,No,69,One year,No,Bank transfer,Fiber optic,No,Yes,Yes,104.28,7195.32,No
CUST02224,Male,0,Yes,Yes,5,Two year,No,Credit card,DSL,No,No,Yes,100.23,501.15,No
CUST02225,Female,0,Yes,No,26,Two year,No,Electronic check,Fiber optic,Yes,No,Yes,87.1,2264.6,Yes
CUST02226,Male,0,No,Yes,19,Month-to-month,Yes,Electronic check,DSL,Yes,No,Yes,39.61,752.59,Yes
CUST02227,Male,1,No,Yes,30,Two year,Yes,Bank transfer,DSL,Yes,No,Yes,68.03,2040.9,Yes
CUST02228,Male,0,Yes,No,48,Month-to-month,No,Mailed check,Fiber optic,Yes,Yes,No,80.27,3852.96,No
CUST02229,Male,0,No,Yes,16,One year,No,Electronic check,No,No,No,Yes,113.21,1811.36,No
CUST02230,Female,0,No,No,71,One year,Yes,Electronic check,Fiber optic,No,No,No,36.94,2622.74,No
CUST02231,Female,0,No,Yes,18,Month-to-month,Yes,Credit card,No,Yes,Yes,No,71.54,1287.72,No
CUST02232,Male,0,No,No,56,Month-to-month,No,Electronic check,Fiber optic,Yes,No,No,35.78,2003.68,No
CUST02233,Female,0,No,No,21,Month-to-month,No,Electronic check,DSL,No,No,Yes,64.38,1351.98,Yes
CUST02234,Male,1,No,Yes,31,Two year,Yes,Bank transfer,DSL,No,Yes,No,40.01,1240.31,No
CUST02235,Male,0,Yes,No,1,Month-to-month,Yes,Bank transfer,Fiber optic,No,Yes,Yes,103.62,103.62,No
CUST02236,Female,0,Yes,No,3,One year,Yes,Credit card,DSL,Yes,Yes,Yes,45.47,136.41,No
CUST02237,Male,0,Yes,No,25,Month-to-month,No,Credit card,DSL,No,Yes,No,61.71,1542.75,No
CUST02238,Male,0,No,Yes,8,Month-to-month,Yes,Mailed check,DSL,Yes,No,Yes,60.78,486.24,Yes
CUST02239,Female,0,Yes,Yes,65,Two year,No,Electronic check,Fiber optic,No,Yes,No,106.63,6930.95,No
CUST02240,Male,0,Yes,No,62,One year,Yes,Bank transfer,DSL,No,Yes,Yes,95.78,5938.36,No
CUST02241,Male,0,Yes,No,7,Two year,Yes,Bank transfer,DSL,Yes,No,Yes,25.76,180.32,No
CUST02242,Male,0,No,Yes,7,Month-to-month,Yes,Electronic check,Fiber optic,No,Yes,No,26.71,186.97,No
CUST02243,Male,0,Yes,Yes,8,Month-to-month,No,Credit card,DSL,Yes,Yes,No,75.12,600.96,No
CUST02244,Female,1,No,No,19,Month-to-month,No,Bank transfer,Fiber optic,No,Yes,Yes,62.77,1192.63,Yes
CUST02245,Female,0,Yes,Yes,17,Month-to-month,Yes,Credit card,Fiber optic,No,No,No,47.56,808.52,Yes
CUST02246,Female,0,Yes,Yes,11,Month-to-month,No,Bank transfer,DSL,Yes,No,No,99.26,1091.86,No
CUST02247,Male,0,Yes,No,49,One year,Yes,Bank transfer,Fiber optic,No,No,Yes,32.86,1610.14,No
CUST02248,Male,0,No,Yes,11,Month-to-month,No,Mailed check,DSL,No,No,No,117.41,1291.51,No
